latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,brightness
21.01291,110.31314,334.69,0.39,0.36,2025-09-04,548,N,VIIRS,60,2.0NRT,296.2,9.68,D,334.69
21.05391,110.48621,347.79,0.39,0.36,2025-09-04,548,N,VIIRS,60,2.0NRT,300.72,6.05,D,347.79
20.50219,105.71361,330.27,0.41,0.45,2025-09-04,550,N,VIIRS,60,2.0NRT,295.69,2.74,D,330.27
20.59055,105.28405,343.12,0.44,0.46,2025-09-04,550,N,VIIRS,60,2.0NRT,295.08,5.11,D,343.12
21.04589,106.94504,337.98,0.52,0.41,2025-09-04,550,N,VIIRS,60,2.0NRT,294.7,12.39,D,337.98
21.0572,107.24763,346.59,0.5,0.41,2025-09-04,550,N,VIIRS,60,2.0NRT,293.53,11.81,D,346.59
21.09688,106.0005,330.07,0.39,0.44,2025-09-04,550,N,VIIRS,60,2.0NRT,298.55,2.62,D,330.07
21.12275,103.87646,332.27,0.52,0.5,2025-09-04,550,N,VIIRS,60,2.0NRT,294.77,3.61,D,332.27
21.15246,106.12147,330.57,0.57,0.43,2025-09-04,550,N,VIIRS,60,2.0NRT,300.33,6.89,D,330.57
21.21394,107.34543,332.08,0.49,0.4,2025-09-04,550,N,VIIRS,60,2.0NRT,294.42,4.55,D,332.08
21.21468,107.34214,345.35,0.49,0.4,2025-09-04,550,N,VIIRS,60,2.0NRT,295.57,10.65,D,345.35
21.21763,107.34465,332.42,0.49,0.4,2025-09-04,550,N,VIIRS,60,2.0NRT,294.33,4.55,D,332.42
21.37077,106.95921,339.17,0.51,0.41,2025-09-04,550,N,VIIRS,60,2.0NRT,294.18,5.04,D,339.17
21.38198,107.28248,330.68,0.49,0.4,2025-09-04,550,N,VIIRS,60,2.0NRT,295.3,5.42,D,330.68
21.38279,107.28711,333.23,0.49,0.4,2025-09-04,550,N,VIIRS,60,2.0NRT,296.93,10.83,D,333.23
21.44901,101.29105,325.08,0.37,0.58,2025-09-04,550,N,VIIRS,60,2.0NRT,294.26,3.42,D,325.08
21.46865,107.26748,331.27,0.49,0.4,2025-09-04,550,N,VIIRS,60,2.0NRT,295.71,3.17,D,331.27
21.47591,107.00321,336.47,0.51,0.41,2025-09-04,550,N,VIIRS,60,2.0NRT,297.06,6.08,D,336.47
21.47659,107.00549,333.75,0.51,0.41,2025-09-04,550,N,VIIRS,60,2.0NRT,297.53,3.78,D,333.75
21.51686,107.69022,333.4,0.47,0.4,2025-09-04,550,N,VIIRS,60,2.0NRT,297.2,4.36,D,333.4
21.55358,103.24769,330.55,0.56,0.51,2025-09-04,550,N,VIIRS,60,2.0NRT,291.42,8.29,D,330.55
21.58428,107.75556,351.17,0.47,0.39,2025-09-04,550,N,VIIRS,60,2.0NRT,299.53,11.2,D,351.17
21.66676,108.40849,367.0,0.44,0.38,2025-09-04,550,N,VIIRS,80,2.0NRT,300.21,12.41,D,367.0
21.6904,111.8371,334.61,0.39,0.36,2025-09-04,550,N,VIIRS,60,2.0NRT,302.9,7.4,D,334.61
21.69649,111.85519,333.88,0.39,0.36,2025-09-04,550,N,VIIRS,60,2.0NRT,303.31,8.35,D,333.88
21.7317,106.20361,330.93,0.55,0.43,2025-09-04,550,N,VIIRS,60,2.0NRT,294.16,4.63,D,330.93
22.01616,105.52471,335.08,0.4,0.44,2025-09-04,550,N,VIIRS,60,2.0NRT,294.5,6.24,D,335.08
22.06217,101.20595,326.93,0.37,0.58,2025-09-04,550,N,VIIRS,60,2.0NRT,291.34,4.17,D,326.93
22.06321,111.93427,333.19,0.39,0.36,2025-09-04,550,N,VIIRS,60,2.0NRT,297.17,4.13,D,333.19
22.06384,101.207,332.27,0.37,0.58,2025-09-04,550,N,VIIRS,60,2.0NRT,291.82,3.28,D,332.27
22.06578,111.93446,346.37,0.39,0.36,2025-09-04,550,N,VIIRS,60,2.0NRT,297.86,10.19,D,346.37
22.16178,104.94121,331.98,0.43,0.46,2025-09-04,550,N,VIIRS,60,2.0NRT,294.13,2.58,D,331.98
22.36116,112.49315,340.59,0.4,0.37,2025-09-04,550,N,VIIRS,60,2.0NRT,303.78,8.64,D,340.59
22.36237,112.49316,335.6,0.4,0.37,2025-09-04,550,N,VIIRS,60,2.0NRT,301.02,4.33,D,335.6
22.44782,100.65219,325.95,0.39,0.59,2025-09-04,550,N,VIIRS,60,2.0NRT,291.74,2.04,D,325.95
22.47443,105.04643,335.49,0.42,0.45,2025-09-04,550,N,VIIRS,60,2.0NRT,293.56,3.71,D,335.49
22.70207,112.31451,333.73,0.4,0.37,2025-09-04,550,N,VIIRS,60,2.0NRT,296.58,5.55,D,333.73
22.81164,112.56716,335.18,0.4,0.37,2025-09-04,550,N,VIIRS,60,2.0NRT,303.55,6.52,D,335.18
22.87772,112.81514,345.98,0.41,0.37,2025-09-04,550,N,VIIRS,60,2.0NRT,300.41,9.92,D,345.98
22.93393,111.22329,336.99,0.38,0.36,2025-09-04,550,N,VIIRS,60,2.0NRT,299.93,5.26,D,336.99
22.93668,111.21898,336.11,0.38,0.36,2025-09-04,550,N,VIIRS,60,2.0NRT,303.57,7.95,D,336.11
22.94136,100.42216,335.81,0.39,0.6,2025-09-04,550,N,VIIRS,60,2.0NRT,290.72,3.29,D,335.81
23.03042,109.68287,335.62,0.39,0.36,2025-09-04,550,N,VIIRS,60,2.0NRT,301.6,4.42,D,335.62
23.0877,109.63287,336.62,0.39,0.36,2025-09-04,550,N,VIIRS,60,2.0NRT,303.24,5.5,D,336.62
23.09642,109.53665,332.67,0.39,0.37,2025-09-04,550,N,VIIRS,60,2.0NRT,299.45,8.36,D,332.67
23.11802,109.53318,330.2,0.39,0.37,2025-09-04,550,N,VIIRS,60,2.0NRT,297.64,1.6,D,330.2
23.19064,112.66346,335.33,0.41,0.37,2025-09-04,550,N,VIIRS,60,2.0NRT,304.68,6.85,D,335.33
23.26377,113.48029,339.97,0.43,0.38,2025-09-04,550,N,VIIRS,60,2.0NRT,309.88,5.57,D,339.97
23.37075,111.15785,335.56,0.39,0.36,2025-09-04,550,N,VIIRS,60,2.0NRT,298.68,2.63,D,335.56
23.37406,111.15728,331.49,0.39,0.36,2025-09-04,550,N,VIIRS,60,2.0NRT,298.49,2.63,D,331.49
23.38012,111.15237,334.39,0.39,0.36,2025-09-04,550,N,VIIRS,60,2.0NRT,300.64,4.02,D,334.39
23.41506,100.41294,325.64,0.39,0.59,2025-09-04,550,N,VIIRS,60,2.0NRT,294.05,5.18,D,325.64
23.43485,111.17749,333.29,0.39,0.36,2025-09-04,550,N,VIIRS,60,2.0NRT,296.66,3.55,D,333.29
23.43816,111.1769,333.73,0.39,0.36,2025-09-04,550,N,VIIRS,60,2.0NRT,296.69,3.55,D,333.73
23.61161,111.18462,337.54,0.39,0.36,2025-09-04,550,N,VIIRS,60,2.0NRT,287.32,16.93,D,337.54
23.61217,111.18839,346.51,0.39,0.36,2025-09-04,550,N,VIIRS,60,2.0NRT,288.63,20.51,D,346.51
23.69469,104.6165,338.98,0.42,0.45,2025-09-04,550,N,VIIRS,60,2.0NRT,291.39,9.82,D,338.98
23.70323,116.57843,331.2,0.42,0.45,2025-09-04,550,N,VIIRS,60,2.0NRT,298.13,6.4,D,331.2
23.73098,103.95155,326.61,0.46,0.47,2025-09-04,550,N,VIIRS,60,2.0NRT,288.01,3.0,D,326.61
23.8758,106.66823,331.91,0.49,0.4,2025-09-04,550,N,VIIRS,60,2.0NRT,297.86,6.46,D,331.91
24.10334,110.87719,349.28,0.38,0.36,2025-09-04,550,N,VIIRS,60,2.0NRT,290.75,7.44,D,349.28
24.21936,105.46013,339.46,0.56,0.43,2025-09-04,550,N,VIIRS,60,2.0NRT,289.09,14.31,D,339.46
24.2409,110.71309,335.87,0.38,0.36,2025-09-04,550,N,VIIRS,60,2.0NRT,285.17,4.21,D,335.87
24.26791,113.41383,334.23,0.44,0.38,2025-09-04,550,N,VIIRS,60,2.0NRT,298.63,3.43,D,334.23
24.27966,113.42077,333.16,0.44,0.38,2025-09-04,550,N,VIIRS,60,2.0NRT,297.97,3.98,D,333.16
24.68327,105.78474,336.01,0.52,0.42,2025-09-04,550,N,VIIRS,60,2.0NRT,296.24,6.73,D,336.01
24.97364,102.33308,332.8,0.55,0.51,2025-09-04,550,N,VIIRS,60,2.0NRT,300.06,9.2,D,332.8
26.57598,101.66416,339.94,0.56,0.51,2025-09-04,550,N,VIIRS,60,2.0NRT,297.39,12.83,D,339.94
26.82009,112.49274,333.12,0.43,0.38,2025-09-04,550,N,VIIRS,60,2.0NRT,299.32,2.84,D,333.12
27.24254,108.77443,331.98,0.39,0.36,2025-09-04,550,N,VIIRS,60,2.0NRT,301.83,2.09,D,331.98
27.74723,109.59633,334.79,0.38,0.36,2025-09-04,550,N,VIIRS,60,2.0NRT,301.0,2.66,D,334.79
27.92103,111.42773,332.49,0.41,0.37,2025-09-04,550,N,VIIRS,60,2.0NRT,301.23,2.81,D,332.49
27.938,111.45037,333.82,0.41,0.37,2025-09-04,550,N,VIIRS,60,2.0NRT,299.69,2.89,D,333.82
27.93807,111.45004,334.68,0.41,0.37,2025-09-04,550,N,VIIRS,60,2.0NRT,299.52,2.8,D,334.68
28.25176,106.16969,334.39,0.45,0.39,2025-09-04,553,N,VIIRS,60,2.0NRT,298.49,3.35,D,334.39
29.28607,106.45502,330.67,0.43,0.38,2025-09-04,553,N,VIIRS,60,2.0NRT,298.98,3.06,D,330.67
30.35709,118.41932,340.21,0.32,0.55,2025-09-04,553,N,VIIRS,60,2.0NRT,291.56,2.94,D,340.21
30.35732,118.42213,332.0,0.32,0.55,2025-09-04,553,N,VIIRS,60,2.0NRT,291.67,2.94,D,332.0
30.44911,117.23919,333.26,0.55,0.51,2025-09-04,553,N,VIIRS,60,2.0NRT,294.26,5.81,D,333.26
30.55615,112.7224,335.63,0.47,0.4,2025-09-04,553,N,VIIRS,60,2.0NRT,297.9,2.05,D,335.63
30.84258,117.77798,336.03,0.6,0.53,2025-09-04,553,N,VIIRS,60,2.0NRT,295.81,8.56,D,336.03
30.84329,112.73885,335.76,0.48,0.4,2025-09-04,553,N,VIIRS,60,2.0NRT,298.5,4.47,D,335.76
30.99358,117.77944,332.5,0.6,0.53,2025-09-04,553,N,VIIRS,60,2.0NRT,294.17,6.89,D,332.5
31.00538,117.78889,330.01,0.6,0.53,2025-09-04,553,N,VIIRS,60,2.0NRT,293.35,5.07,D,330.01
31.03594,114.78737,330.27,0.4,0.45,2025-09-04,553,N,VIIRS,60,2.0NRT,296.58,5.64,D,330.27
31.03865,114.78783,334.43,0.4,0.45,2025-09-04,553,N,VIIRS,60,2.0NRT,298.21,9.1,D,334.43
33.20083,120.37774,338.54,0.45,0.63,2025-09-04,553,N,VIIRS,60,2.0NRT,290.31,3.38,D,338.54
39.26287,106.76297,336.98,0.39,0.36,2025-09-04,553,N,VIIRS,60,2.0NRT,297.42,4.08,D,336.98
39.69404,116.89295,336.15,0.33,0.55,2025-09-04,553,N,VIIRS,60,2.0NRT,299.76,3.09,D,336.15
39.87127,118.16502,345.7,0.38,0.59,2025-09-04,553,N,VIIRS,60,2.0NRT,299.06,4.01,D,345.7
39.87172,118.16487,346.28,0.38,0.59,2025-09-04,553,N,VIIRS,60,2.0NRT,299.39,5.2,D,346.28
40.20988,118.21204,339.76,0.39,0.59,2025-09-04,553,N,VIIRS,60,2.0NRT,296.29,3.34,D,339.76
37.68861,105.76484,336.65,0.39,0.36,2025-09-04,555,N,VIIRS,60,2.0NRT,299.4,3.46,D,336.65
37.85551,106.41428,330.37,0.38,0.36,2025-09-04,555,N,VIIRS,60,2.0NRT,293.88,3.65,D,330.37
38.00862,105.91841,333.03,0.39,0.36,2025-09-04,555,N,VIIRS,60,2.0NRT,301.96,4.23,D,333.03
39.692,116.89342,330.06,0.33,0.55,2025-09-04,555,N,VIIRS,60,2.0NRT,299.03,3.95,D,330.06
43.67508,95.00706,332.6,0.51,0.49,2025-09-04,555,N,VIIRS,60,2.0NRT,303.69,2.71,D,332.6
43.67804,95.01917,338.53,0.51,0.49,2025-09-04,555,N,VIIRS,60,2.0NRT,308.74,11.19,D,338.53
43.67952,95.02522,341.96,0.51,0.49,2025-09-04,555,N,VIIRS,60,2.0NRT,303.5,12.44,D,341.96
43.6862,94.9928,339.32,0.51,0.49,2025-09-04,555,N,VIIRS,60,2.0NRT,303.99,4.2,D,339.32
43.68668,94.99471,334.71,0.51,0.5,2025-09-04,555,N,VIIRS,60,2.0NRT,304.57,3.14,D,334.71
43.69265,95.03922,339.31,0.51,0.49,2025-09-04,555,N,VIIRS,60,2.0NRT,305.62,4.4,D,339.31
44.32967,93.27811,338.21,0.59,0.53,2025-09-04,555,N,VIIRS,60,2.0NRT,301.15,4.22,D,338.21
44.72325,90.26215,348.14,0.4,0.6,2025-09-04,555,N,VIIRS,60,2.0NRT,305.64,4.73,D,348.14
46.23413,116.12783,367.0,0.34,0.56,2025-09-04,555,N,VIIRS,80,2.0NRT,314.05,27.01,D,367.0
46.23434,116.13227,367.0,0.34,0.56,2025-09-04,555,N,VIIRS,80,2.0NRT,314.01,27.01,D,367.0
46.23455,116.13674,367.0,0.34,0.56,2025-09-04,555,N,VIIRS,80,2.0NRT,312.57,41.65,D,367.0
46.23935,116.12722,367.0,0.34,0.56,2025-09-04,555,N,VIIRS,80,2.0NRT,311.79,27.01,D,367.0
46.23977,116.13619,367.0,0.34,0.56,2025-09-04,555,N,VIIRS,80,2.0NRT,310.26,41.65,D,367.0
-32.56557,115.867,333.99,0.76,0.77,2025-09-04,714,N,VIIRS,60,2.0NRT,288.31,4.64,D,333.99
-1.99843,102.11312,341.74,0.48,0.65,2025-09-04,724,N,VIIRS,60,2.0NRT,283.94,5.37,D,341.74
-1.84641,102.42085,331.2,0.51,0.66,2025-09-04,724,N,VIIRS,60,2.0NRT,290.02,5.91,D,331.2
5.44388,95.71152,336.12,0.46,0.47,2025-09-04,726,N,VIIRS,60,2.0NRT,295.11,4.66,D,336.12
5.47955,95.71201,340.2,0.46,0.47,2025-09-04,726,N,VIIRS,60,2.0NRT,297.2,13.25,D,340.2
5.4802,95.71644,332.36,0.46,0.47,2025-09-04,726,N,VIIRS,60,2.0NRT,293.39,11.04,D,332.36
5.48388,95.71117,341.99,0.46,0.47,2025-09-04,726,N,VIIRS,60,2.0NRT,292.54,7.78,D,341.99
5.52538,95.71934,346.83,0.46,0.47,2025-09-04,726,N,VIIRS,60,2.0NRT,293.64,6.59,D,346.83
6.16687,81.10326,342.33,0.32,0.55,2025-09-04,726,N,VIIRS,60,2.0NRT,300.46,3.24,D,342.33
6.20596,80.71001,367.0,0.34,0.56,2025-09-04,726,N,VIIRS,80,2.0NRT,296.87,9.54,D,367.0
6.34858,81.29735,332.12,0.62,0.54,2025-09-04,726,N,VIIRS,60,2.0NRT,301.23,5.69,D,332.12
6.52818,80.73564,344.54,0.34,0.56,2025-09-04,726,N,VIIRS,60,2.0NRT,295.94,5.36,D,344.54
6.5663,80.92401,330.42,0.33,0.55,2025-09-04,726,N,VIIRS,60,2.0NRT,300.35,0.55,D,330.42
6.59315,80.89795,336.39,0.33,0.55,2025-09-04,726,N,VIIRS,60,2.0NRT,299.05,2.41,D,336.39
6.62274,80.75327,334.0,0.34,0.56,2025-09-04,726,N,VIIRS,60,2.0NRT,296.85,2.32,D,334.0
6.7528,81.74583,333.55,0.57,0.52,2025-09-04,726,N,VIIRS,60,2.0NRT,300.44,10.73,D,333.55
6.75368,81.75103,331.65,0.57,0.52,2025-09-04,726,N,VIIRS,60,2.0NRT,299.32,7.31,D,331.65
6.75846,81.75024,339.08,0.57,0.52,2025-09-04,726,N,VIIRS,60,2.0NRT,299.06,7.31,D,339.08
6.81665,81.48846,334.78,0.59,0.53,2025-09-04,726,N,VIIRS,60,2.0NRT,300.17,5.98,D,334.78
6.81756,81.4938,343.3,0.59,0.53,2025-09-04,726,N,VIIRS,60,2.0NRT,301.71,11.38,D,343.3
6.83576,81.46616,341.53,0.59,0.53,2025-09-04,726,N,VIIRS,60,2.0NRT,297.79,6.37,D,341.53
7.04763,81.4627,332.54,0.59,0.53,2025-09-04,726,N,VIIRS,60,2.0NRT,296.86,4.53,D,332.54
7.13961,81.06717,339.66,0.63,0.54,2025-09-04,726,N,VIIRS,60,2.0NRT,301.43,7.96,D,339.66
7.14728,81.4427,330.55,0.59,0.53,2025-09-04,726,N,VIIRS,60,2.0NRT,297.85,4.53,D,330.55
7.21512,81.2398,340.05,0.61,0.53,2025-09-04,726,N,VIIRS,60,2.0NRT,298.64,4.4,D,340.05
7.27898,81.70245,333.71,0.56,0.52,2025-09-04,726,N,VIIRS,60,2.0NRT,299.6,2.57,D,333.71
7.28373,81.70164,342.39,0.56,0.52,2025-09-04,726,N,VIIRS,60,2.0NRT,298.66,6.76,D,342.39
7.31277,81.20856,344.46,0.61,0.53,2025-09-04,726,N,VIIRS,60,2.0NRT,301.88,5.53,D,344.46
7.33741,81.29398,336.89,0.6,0.53,2025-09-04,726,N,VIIRS,60,2.0NRT,301.13,3.44,D,336.89
7.34207,81.81679,346.58,0.55,0.51,2025-09-04,726,N,VIIRS,60,2.0NRT,300.17,5.82,D,346.58
7.34391,81.81878,340.92,0.55,0.51,2025-09-04,726,N,VIIRS,60,2.0NRT,300.2,7.92,D,340.92
7.35108,81.13181,334.27,0.61,0.54,2025-09-04,726,N,VIIRS,60,2.0NRT,301.86,9.57,D,334.27
7.35403,81.14864,338.92,0.61,0.54,2025-09-04,726,N,VIIRS,60,2.0NRT,300.4,5.03,D,338.92
7.357,80.90081,354.35,0.32,0.54,2025-09-04,726,N,VIIRS,60,2.0NRT,297.5,7.92,D,354.35
7.38136,81.21819,343.12,0.61,0.53,2025-09-04,726,N,VIIRS,60,2.0NRT,300.61,7.9,D,343.12
7.39972,80.33861,331.85,0.35,0.56,2025-09-04,726,N,VIIRS,60,2.0NRT,295.17,1.96,D,331.85
7.42154,81.64761,333.19,0.57,0.52,2025-09-04,726,N,VIIRS,60,2.0NRT,297.2,3.98,D,333.19
7.4221,81.64905,336.69,0.57,0.52,2025-09-04,726,N,VIIRS,60,2.0NRT,297.78,3.43,D,336.69
7.43228,80.83112,344.17,0.32,0.55,2025-09-04,726,N,VIIRS,60,2.0NRT,295.8,3.25,D,344.17
7.43751,80.83139,346.33,0.32,0.55,2025-09-04,726,N,VIIRS,60,2.0NRT,294.88,3.64,D,346.33
7.49958,81.21808,339.37,0.6,0.53,2025-09-04,726,N,VIIRS,60,2.0NRT,300.69,5.39,D,339.37
7.51883,81.1244,330.38,0.61,0.54,2025-09-04,726,N,VIIRS,60,2.0NRT,299.02,4.73,D,330.38
7.51976,81.12985,333.5,0.61,0.54,2025-09-04,726,N,VIIRS,60,2.0NRT,298.1,8.6,D,333.5
7.52086,81.36972,341.47,0.59,0.53,2025-09-04,726,N,VIIRS,60,2.0NRT,302.04,4.4,D,341.47
7.56868,81.41634,330.32,0.58,0.52,2025-09-04,726,N,VIIRS,60,2.0NRT,299.93,4.06,D,330.32
7.60141,80.95009,339.76,0.63,0.54,2025-09-04,726,N,VIIRS,60,2.0NRT,302.92,7.83,D,339.76
7.64528,80.14522,331.16,0.35,0.57,2025-09-04,726,N,VIIRS,60,2.0NRT,295.71,4.33,D,331.16
7.66923,81.43413,330.26,0.58,0.52,2025-09-04,726,N,VIIRS,60,2.0NRT,300.0,4.05,D,330.26
7.67404,81.43327,336.22,0.58,0.52,2025-09-04,726,N,VIIRS,60,2.0NRT,298.55,4.05,D,336.22
7.69192,80.9965,340.89,0.62,0.54,2025-09-04,726,N,VIIRS,60,2.0NRT,300.37,12.13,D,340.89
7.69289,81.00215,342.66,0.62,0.54,2025-09-04,726,N,VIIRS,60,2.0NRT,301.78,24.25,D,342.66
7.71486,81.47224,336.29,0.57,0.52,2025-09-04,726,N,VIIRS,60,2.0NRT,300.76,4.09,D,336.29
7.74954,81.08904,332.26,0.61,0.53,2025-09-04,726,N,VIIRS,60,2.0NRT,299.47,3.29,D,332.26
7.75359,81.08948,341.45,0.61,0.53,2025-09-04,726,N,VIIRS,60,2.0NRT,298.33,9.19,D,341.45
7.75446,81.08824,333.39,0.61,0.53,2025-09-04,726,N,VIIRS,60,2.0NRT,297.6,1.92,D,333.39
7.76812,81.16523,331.93,0.6,0.53,2025-09-04,726,N,VIIRS,60,2.0NRT,298.11,5.47,D,331.93
7.77065,81.16033,340.26,0.6,0.53,2025-09-04,726,N,VIIRS,60,2.0NRT,299.84,8.12,D,340.26
7.77204,81.1589,331.63,0.6,0.53,2025-09-04,726,N,VIIRS,60,2.0NRT,298.3,5.8,D,331.63
7.88302,81.19006,334.12,0.6,0.53,2025-09-04,726,N,VIIRS,60,2.0NRT,299.68,4.89,D,334.12
7.88749,80.29953,339.79,0.34,0.56,2025-09-04,726,N,VIIRS,60,2.0NRT,294.39,3.53,D,339.79
7.90183,80.69644,330.3,0.32,0.55,2025-09-04,726,N,VIIRS,60,2.0NRT,294.7,2.38,D,330.3
7.90465,81.40882,335.55,0.58,0.52,2025-09-04,726,N,VIIRS,60,2.0NRT,298.81,6.66,D,335.55
7.90558,81.41106,340.09,0.58,0.52,2025-09-04,726,N,VIIRS,60,2.0NRT,299.64,6.51,D,340.09
7.90944,81.40799,333.23,0.58,0.52,2025-09-04,726,N,VIIRS,60,2.0NRT,298.73,6.63,D,333.23
7.91625,81.22099,339.09,0.59,0.53,2025-09-04,726,N,VIIRS,60,2.0NRT,298.7,4.75,D,339.09
7.925,80.54278,332.31,0.33,0.55,2025-09-04,726,N,VIIRS,60,2.0NRT,296.01,2.25,D,332.31
7.93172,81.04939,334.19,0.61,0.53,2025-09-04,726,N,VIIRS,60,2.0NRT,296.77,6.29,D,334.19
7.95739,81.16928,330.93,0.6,0.53,2025-09-04,726,N,VIIRS,60,2.0NRT,299.38,7.74,D,330.93
7.97115,80.31251,348.69,0.34,0.56,2025-09-04,726,N,VIIRS,60,2.0NRT,294.93,4.49,D,348.69
8.00639,80.68601,332.78,0.32,0.55,2025-09-04,726,N,VIIRS,60,2.0NRT,290.45,2.96,D,332.78
8.02808,81.409,331.2,0.57,0.52,2025-09-04,726,N,VIIRS,60,2.0NRT,296.05,3.34,D,331.2
8.06462,81.31317,335.72,0.58,0.52,2025-09-04,726,N,VIIRS,60,2.0NRT,298.32,2.97,D,335.72
8.11587,81.43884,343.29,0.57,0.52,2025-09-04,726,N,VIIRS,60,2.0NRT,298.02,5.8,D,343.29
8.12064,81.43801,344.66,0.57,0.52,2025-09-04,726,N,VIIRS,60,2.0NRT,297.77,11.61,D,344.66
8.12122,81.44072,340.94,0.57,0.52,2025-09-04,726,N,VIIRS,60,2.0NRT,296.5,3.99,D,340.94
8.14842,81.37187,336.63,0.57,0.52,2025-09-04,726,N,VIIRS,60,2.0NRT,299.25,6.3,D,336.63
8.15321,81.37106,331.51,0.57,0.52,2025-09-04,726,N,VIIRS,60,2.0NRT,297.13,6.3,D,331.51
8.10755,80.5929,338.71,0.32,0.55,2025-09-04,729,N,VIIRS,60,2.0NRT,292.52,3.06,D,338.71
8.1126,80.59199,338.65,0.32,0.55,2025-09-04,729,N,VIIRS,60,2.0NRT,295.0,3.06,D,338.65
8.11609,80.06978,341.26,0.35,0.57,2025-09-04,729,N,VIIRS,60,2.0NRT,288.04,3.66,D,341.26
8.11619,80.06995,349.4,0.35,0.57,2025-09-04,729,N,VIIRS,60,2.0NRT,287.78,4.06,D,349.4
8.11664,80.07294,344.0,0.35,0.57,2025-09-04,729,N,VIIRS,60,2.0NRT,288.63,3.66,D,344.0
8.11676,80.07311,339.08,0.35,0.57,2025-09-04,729,N,VIIRS,60,2.0NRT,287.97,4.06,D,339.08
8.13593,80.51752,330.82,0.33,0.55,2025-09-04,729,N,VIIRS,60,2.0NRT,290.03,3.55,D,330.82
8.17267,80.57826,353.7,0.32,0.55,2025-09-04,729,N,VIIRS,60,2.0NRT,294.7,4.27,D,353.7
8.25124,80.40955,349.6,0.33,0.55,2025-09-04,729,N,VIIRS,60,2.0NRT,289.63,6.34,D,349.6
8.33461,81.03314,331.92,0.6,0.53,2025-09-04,729,N,VIIRS,60,2.0NRT,297.15,8.81,D,331.92
8.34438,81.03143,331.8,0.6,0.53,2025-09-04,729,N,VIIRS,60,2.0NRT,296.18,8.21,D,331.8
8.36281,81.05064,335.41,0.6,0.53,2025-09-04,729,N,VIIRS,60,2.0NRT,296.79,4.11,D,335.41
8.38285,80.57815,352.43,0.32,0.55,2025-09-04,729,N,VIIRS,60,2.0NRT,291.37,6.82,D,352.43
8.39485,81.06181,331.69,0.6,0.53,2025-09-04,729,N,VIIRS,60,2.0NRT,297.46,4.78,D,331.69
8.51485,80.57462,334.49,0.32,0.55,2025-09-04,729,N,VIIRS,60,2.0NRT,288.62,2.52,D,334.49
8.6188,80.46484,338.16,0.32,0.55,2025-09-04,729,N,VIIRS,60,2.0NRT,291.74,4.63,D,338.16
8.72887,81.13265,333.92,0.58,0.52,2025-09-04,729,N,VIIRS,60,2.0NRT,294.36,7.91,D,333.92
8.72917,81.12838,334.97,0.58,0.52,2025-09-04,729,N,VIIRS,60,2.0NRT,294.66,8.49,D,334.97
8.73369,81.13184,340.36,0.58,0.52,2025-09-04,729,N,VIIRS,60,2.0NRT,294.21,8.79,D,340.36
8.7349,81.13283,340.72,0.58,0.52,2025-09-04,729,N,VIIRS,60,2.0NRT,293.79,6.42,D,340.72
8.88737,80.47032,337.24,0.32,0.55,2025-09-04,729,N,VIIRS,60,2.0NRT,293.89,2.74,D,337.24
8.8975,80.21991,330.12,0.33,0.56,2025-09-04,729,N,VIIRS,60,2.0NRT,292.94,2.26,D,330.12
9.02458,77.99897,340.0,0.47,0.64,2025-09-04,729,N,VIIRS,60,2.0NRT,295.97,3.47,D,340.0
9.02878,77.99895,338.52,0.47,0.64,2025-09-04,729,N,VIIRS,60,2.0NRT,296.95,6.44,D,338.52
9.05831,80.48088,341.18,0.32,0.54,2025-09-04,729,N,VIIRS,60,2.0NRT,292.85,6.6,D,341.18
9.23103,77.60616,334.83,0.49,0.65,2025-09-04,729,N,VIIRS,60,2.0NRT,300.15,2.09,D,334.83
9.4348,78.85883,332.75,0.4,0.6,2025-09-04,729,N,VIIRS,60,2.0NRT,293.31,2.98,D,332.75
9.55286,78.79391,354.12,0.41,0.6,2025-09-04,729,N,VIIRS,60,2.0NRT,292.71,7.99,D,354.12
10.43544,79.25371,328.96,0.36,0.58,2025-09-04,729,N,VIIRS,60,2.0NRT,280.05,3.02,D,328.96
14.40571,79.87202,347.56,0.56,0.52,2025-09-04,729,N,VIIRS,60,2.0NRT,299.05,17.54,D,347.56
14.41322,79.8597,334.87,0.56,0.52,2025-09-04,729,N,VIIRS,60,2.0NRT,297.62,5.49,D,334.87
15.44181,79.342,335.05,0.58,0.52,2025-09-04,729,N,VIIRS,60,2.0NRT,296.18,4.86,D,335.05
22.94227,100.42358,351.38,0.78,0.78,2025-09-04,729,N,VIIRS,60,2.0NRT,288.24,16.45,D,351.38
23.66895,86.91789,339.54,0.4,0.37,2025-09-04,731,N,VIIRS,60,2.0NRT,296.71,6.7,D,339.54
23.66925,86.11977,332.31,0.39,0.36,2025-09-04,731,N,VIIRS,60,2.0NRT,294.03,5.07,D,332.31
23.68704,87.1213,331.9,0.41,0.37,2025-09-04,731,N,VIIRS,60,2.0NRT,297.75,4.4,D,331.9
23.69107,87.10027,332.64,0.41,0.37,2025-09-04,731,N,VIIRS,60,2.0NRT,299.23,3.94,D,332.64
23.6944,87.12415,330.44,0.41,0.37,2025-09-04,731,N,VIIRS,60,2.0NRT,299.28,3.53,D,330.44
