id,text,cluster,cluster_size
6269,"Fire detection: Lat=44.625, Lon=129.665, Brightness=342.6, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6270,"Fire detection: Lat=45.197, Lon=131.515, Brightness=329.9, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",7,1131
6271,"Fire detection: Lat=45.302, Lon=131.287, Brightness=330.6, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",7,1131
6272,"Fire detection: Lat=45.303, Lon=131.292, Brightness=332.7, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",7,1131
6273,"Fire detection: Lat=45.758, Lon=130.986, Brightness=333.7, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6274,"Fire detection: Lat=45.795, Lon=131.207, Brightness=333.7, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6275,"Fire detection: Lat=45.799, Lon=130.835, Brightness=334.3, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6276,"Fire detection: Lat=45.871, Lon=132.459, Brightness=331.7, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6277,"Fire detection: Lat=45.874, Lon=132.458, Brightness=331.7, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6278,"Fire detection: Lat=45.905, Lon=131.322, Brightness=330.3, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6279,"Fire detection: Lat=46.196, Lon=129.845, Brightness=335.1, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6280,"Fire detection: Lat=46.232, Lon=130.563, Brightness=335.5, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6281,"Fire detection: Lat=46.233, Lon=130.568, Brightness=331.0, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6282,"Fire detection: Lat=46.233, Lon=130.550, Brightness=341.6, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6283,"Fire detection: Lat=46.234, Lon=130.556, Brightness=345.1, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6284,"Fire detection: Lat=46.236, Lon=130.567, Brightness=340.4, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6285,"Fire detection: Lat=46.240, Lon=130.571, Brightness=337.7, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",7,1131
6286,"Fire detection: Lat=46.241, Lon=130.553, Brightness=339.4, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6287,"Fire detection: Lat=46.242, Lon=130.559, Brightness=331.9, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6288,"Fire detection: Lat=46.250, Lon=130.561, Brightness=331.2, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6289,"Fire detection: Lat=46.250, Lon=130.601, Brightness=342.1, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6290,"Fire detection: Lat=46.413, Lon=129.479, Brightness=332.6, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6291,"Fire detection: Lat=46.527, Lon=133.000, Brightness=337.5, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6292,"Fire detection: Lat=46.571, Lon=131.682, Brightness=330.6, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6293,"Fire detection: Lat=46.717, Lon=131.140, Brightness=331.9, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6294,"Fire detection: Lat=46.722, Lon=129.880, Brightness=336.1, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",7,1131
6295,"Fire detection: Lat=46.722, Lon=131.088, Brightness=334.5, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",7,1131
6296,"Fire detection: Lat=46.723, Lon=129.885, Brightness=336.9, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6297,"Fire detection: Lat=46.725, Lon=129.897, Brightness=336.1, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6298,"Fire detection: Lat=46.725, Lon=131.126, Brightness=333.2, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6299,"Fire detection: Lat=46.732, Lon=129.912, Brightness=331.3, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6300,"Fire detection: Lat=46.733, Lon=131.128, Brightness=333.7, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6301,"Fire detection: Lat=46.734, Lon=131.134, Brightness=335.9, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6302,"Fire detection: Lat=46.768, Lon=130.245, Brightness=334.8, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6303,"Fire detection: Lat=46.775, Lon=130.184, Brightness=345.4, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6304,"Fire detection: Lat=46.783, Lon=130.245, Brightness=331.7, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6305,"Fire detection: Lat=46.785, Lon=130.180, Brightness=346.1, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6306,"Fire detection: Lat=46.788, Lon=130.214, Brightness=339.8, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6307,"Fire detection: Lat=46.791, Lon=130.131, Brightness=335.9, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6308,"Fire detection: Lat=46.802, Lon=130.232, Brightness=330.7, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6309,"Fire detection: Lat=46.852, Lon=130.239, Brightness=327.7, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6310,"Fire detection: Lat=46.890, Lon=130.306, Brightness=336.4, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",7,1131
6311,"Fire detection: Lat=46.945, Lon=132.328, Brightness=339.2, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6312,"Fire detection: Lat=46.947, Lon=128.867, Brightness=331.8, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6313,"Fire detection: Lat=47.056, Lon=130.031, Brightness=328.7, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6314,"Fire detection: Lat=47.282, Lon=130.078, Brightness=330.4, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6315,"Fire detection: Lat=47.334, Lon=130.618, Brightness=328.4, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",7,1131
6316,"Fire detection: Lat=47.571, Lon=130.830, Brightness=333.7, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6317,"Fire detection: Lat=47.576, Lon=130.817, Brightness=336.5, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6318,"Fire detection: Lat=47.613, Lon=131.476, Brightness=328.8, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6319,"Fire detection: Lat=48.099, Lon=129.222, Brightness=340.8, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6320,"Fire detection: Lat=49.502, Lon=126.217, Brightness=328.3, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6321,"Fire detection: Lat=49.520, Lon=126.343, Brightness=335.4, Confidence=60.0%, Date=2025-09-05 355, Satellite=N",5,1696
6322,"Fire detection: Lat=-41.486, Lon=147.004, Brightness=325.1, Confidence=60.0%, Date=2025-09-05 510, Satellite=N",4,1714
6323,"Fire detection: Lat=-38.329, Lon=141.585, Brightness=338.9, Confidence=60.0%, Date=2025-09-05 512, Satellite=N",0,2435
6324,"Fire detection: Lat=-37.987, Lon=146.002, Brightness=330.8, Confidence=60.0%, Date=2025-09-05 512, Satellite=N",0,2435
6325,"Fire detection: Lat=-36.855, Lon=148.739, Brightness=327.2, Confidence=60.0%, Date=2025-09-05 512, Satellite=N",0,2435
6326,"Fire detection: Lat=-35.443, Lon=145.419, Brightness=353.2, Confidence=60.0%, Date=2025-09-05 512, Satellite=N",2,1924
6327,"Fire detection: Lat=-35.698, Lon=137.255, Brightness=340.2, Confidence=60.0%, Date=2025-09-05 514, Satellite=N",0,2435
6328,"Fire detection: Lat=-34.389, Lon=146.070, Brightness=333.3, Confidence=60.0%, Date=2025-09-05 514, Satellite=N",1,3468
6329,"Fire detection: Lat=-33.754, Lon=122.461, Brightness=331.1, Confidence=60.0%, Date=2025-09-05 514, Satellite=N",1,3468
6330,"Fire detection: Lat=-33.087, Lon=134.448, Brightness=330.5, Confidence=60.0%, Date=2025-09-05 514, Satellite=N",1,3468
6331,"Fire detection: Lat=-33.081, Lon=134.539, Brightness=331.3, Confidence=60.0%, Date=2025-09-05 514, Satellite=N",1,3468
6332,"Fire detection: Lat=-23.898, Lon=131.234, Brightness=351.2, Confidence=60.0%, Date=2025-09-05 516, Satellite=N",1,3468
6333,"Fire detection: Lat=-23.883, Lon=131.209, Brightness=351.0, Confidence=60.0%, Date=2025-09-05 516, Satellite=N",4,1714
6334,"Fire detection: Lat=-23.879, Lon=131.208, Brightness=349.1, Confidence=60.0%, Date=2025-09-05 516, Satellite=N",4,1714
6335,"Fire detection: Lat=-23.870, Lon=131.212, Brightness=354.1, Confidence=60.0%, Date=2025-09-05 516, Satellite=N",4,1714
6336,"Fire detection: Lat=-23.865, Lon=131.216, Brightness=353.3, Confidence=60.0%, Date=2025-09-05 516, Satellite=N",1,3468
6337,"Fire detection: Lat=-23.864, Lon=131.221, Brightness=349.1, Confidence=60.0%, Date=2025-09-05 516, Satellite=N",1,3468
6338,"Fire detection: Lat=-22.545, Lon=132.226, Brightness=345.4, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6339,"Fire detection: Lat=-22.541, Lon=132.225, Brightness=352.4, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6340,"Fire detection: Lat=-22.535, Lon=132.211, Brightness=342.4, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6341,"Fire detection: Lat=-22.528, Lon=132.226, Brightness=350.5, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6342,"Fire detection: Lat=-22.519, Lon=132.225, Brightness=348.2, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6343,"Fire detection: Lat=-22.516, Lon=132.219, Brightness=358.1, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6344,"Fire detection: Lat=-22.473, Lon=132.214, Brightness=341.8, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",4,1714
6345,"Fire detection: Lat=-22.473, Lon=132.214, Brightness=343.3, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",4,1714
6346,"Fire detection: Lat=-22.469, Lon=132.213, Brightness=345.2, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6347,"Fire detection: Lat=-22.469, Lon=132.214, Brightness=342.6, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6348,"Fire detection: Lat=-22.460, Lon=132.216, Brightness=341.6, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6349,"Fire detection: Lat=-22.458, Lon=132.177, Brightness=343.1, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6350,"Fire detection: Lat=-22.458, Lon=132.181, Brightness=354.0, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",3,2051
6351,"Fire detection: Lat=-22.453, Lon=132.180, Brightness=347.4, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6352,"Fire detection: Lat=-22.444, Lon=132.183, Brightness=354.6, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6353,"Fire detection: Lat=-22.444, Lon=132.187, Brightness=340.6, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6354,"Fire detection: Lat=-22.439, Lon=132.186, Brightness=367.0, Confidence=80.0%, Date=2025-09-05 518, Satellite=N",1,3468
6355,"Fire detection: Lat=-22.439, Lon=132.190, Brightness=346.7, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6356,"Fire detection: Lat=-22.273, Lon=131.784, Brightness=346.0, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",4,1714
6357,"Fire detection: Lat=-22.270, Lon=131.776, Brightness=357.1, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6358,"Fire detection: Lat=-22.269, Lon=131.779, Brightness=351.9, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",4,1714
6359,"Fire detection: Lat=-22.266, Lon=131.775, Brightness=356.4, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6360,"Fire detection: Lat=-22.265, Lon=131.779, Brightness=355.9, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6361,"Fire detection: Lat=-21.465, Lon=124.967, Brightness=348.1, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6362,"Fire detection: Lat=-21.455, Lon=124.965, Brightness=349.8, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6363,"Fire detection: Lat=-21.450, Lon=124.980, Brightness=348.8, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6364,"Fire detection: Lat=-21.447, Lon=124.972, Brightness=350.2, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6365,"Fire detection: Lat=-21.320, Lon=130.806, Brightness=354.3, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",0,2435
6366,"Fire detection: Lat=-21.317, Lon=130.808, Brightness=353.2, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6367,"Fire detection: Lat=-21.315, Lon=130.811, Brightness=355.6, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6368,"Fire detection: Lat=-21.307, Lon=130.817, Brightness=350.0, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6369,"Fire detection: Lat=-21.306, Lon=130.800, Brightness=343.7, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6370,"Fire detection: Lat=-21.305, Lon=130.806, Brightness=349.6, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",4,1714
6371,"Fire detection: Lat=-21.303, Lon=130.816, Brightness=349.2, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6372,"Fire detection: Lat=-21.299, Lon=130.821, Brightness=349.6, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6373,"Fire detection: Lat=-21.295, Lon=130.820, Brightness=346.9, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6374,"Fire detection: Lat=-21.286, Lon=130.824, Brightness=348.7, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6375,"Fire detection: Lat=-21.261, Lon=130.824, Brightness=349.7, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6376,"Fire detection: Lat=-21.249, Lon=130.822, Brightness=354.0, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6377,"Fire detection: Lat=-21.230, Lon=130.818, Brightness=346.7, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",2,1924
6378,"Fire detection: Lat=-21.089, Lon=124.660, Brightness=352.2, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6379,"Fire detection: Lat=-21.086, Lon=124.652, Brightness=352.0, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6380,"Fire detection: Lat=-21.028, Lon=124.525, Brightness=349.7, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6381,"Fire detection: Lat=-21.014, Lon=124.530, Brightness=347.6, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6382,"Fire detection: Lat=-21.010, Lon=124.463, Brightness=354.0, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6383,"Fire detection: Lat=-21.008, Lon=124.400, Brightness=353.9, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6384,"Fire detection: Lat=-21.008, Lon=124.404, Brightness=349.3, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",2,1924
6385,"Fire detection: Lat=-21.007, Lon=124.478, Brightness=350.3, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6386,"Fire detection: Lat=-21.007, Lon=124.408, Brightness=349.5, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6387,"Fire detection: Lat=-21.007, Lon=124.482, Brightness=367.0, Confidence=80.0%, Date=2025-09-05 518, Satellite=N",1,3468
6388,"Fire detection: Lat=-21.007, Lon=124.459, Brightness=353.4, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6389,"Fire detection: Lat=-21.007, Lon=124.435, Brightness=348.4, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6390,"Fire detection: Lat=-21.007, Lon=124.412, Brightness=350.6, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6391,"Fire detection: Lat=-21.006, Lon=124.486, Brightness=367.0, Confidence=80.0%, Date=2025-09-05 518, Satellite=N",1,3468
6392,"Fire detection: Lat=-21.006, Lon=124.415, Brightness=354.6, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6393,"Fire detection: Lat=-21.006, Lon=124.490, Brightness=354.6, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6394,"Fire detection: Lat=-21.006, Lon=124.466, Brightness=352.6, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6395,"Fire detection: Lat=-21.006, Lon=124.419, Brightness=351.5, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6396,"Fire detection: Lat=-21.005, Lon=124.470, Brightness=367.0, Confidence=80.0%, Date=2025-09-05 518, Satellite=N",2,1924
6397,"Fire detection: Lat=-21.004, Lon=124.407, Brightness=346.6, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6398,"Fire detection: Lat=-21.003, Lon=124.411, Brightness=341.5, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",4,1714
6399,"Fire detection: Lat=-20.785, Lon=115.443, Brightness=332.1, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6400,"Fire detection: Lat=-18.956, Lon=131.075, Brightness=367.0, Confidence=80.0%, Date=2025-09-05 518, Satellite=N",1,3468
6401,"Fire detection: Lat=-18.955, Lon=131.079, Brightness=355.6, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6402,"Fire detection: Lat=-18.955, Lon=131.083, Brightness=354.2, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6403,"Fire detection: Lat=-18.952, Lon=131.074, Brightness=341.9, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6404,"Fire detection: Lat=-18.951, Lon=131.078, Brightness=350.1, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6405,"Fire detection: Lat=-18.946, Lon=131.081, Brightness=347.7, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6406,"Fire detection: Lat=-18.916, Lon=130.925, Brightness=352.2, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6407,"Fire detection: Lat=-18.803, Lon=130.995, Brightness=367.0, Confidence=80.0%, Date=2025-09-05 518, Satellite=N",2,1924
6408,"Fire detection: Lat=-18.785, Lon=131.015, Brightness=355.8, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",2,1924
6409,"Fire detection: Lat=-18.782, Lon=131.015, Brightness=356.8, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",2,1924
6410,"Fire detection: Lat=-18.781, Lon=131.014, Brightness=349.8, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6411,"Fire detection: Lat=-18.747, Lon=131.406, Brightness=345.4, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6412,"Fire detection: Lat=-18.746, Lon=131.410, Brightness=344.5, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6413,"Fire detection: Lat=-18.742, Lon=131.410, Brightness=367.0, Confidence=80.0%, Date=2025-09-05 518, Satellite=N",2,1924
6414,"Fire detection: Lat=-18.738, Lon=131.409, Brightness=346.1, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6415,"Fire detection: Lat=-18.722, Lon=131.419, Brightness=352.7, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6416,"Fire detection: Lat=-18.104, Lon=124.379, Brightness=351.1, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6417,"Fire detection: Lat=-18.101, Lon=124.379, Brightness=353.4, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6418,"Fire detection: Lat=-18.094, Lon=124.377, Brightness=349.1, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6419,"Fire detection: Lat=-18.042, Lon=124.165, Brightness=350.1, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",0,2435
6420,"Fire detection: Lat=-18.032, Lon=124.114, Brightness=353.6, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6421,"Fire detection: Lat=-18.031, Lon=124.118, Brightness=352.2, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6422,"Fire detection: Lat=-18.031, Lon=124.122, Brightness=353.8, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6423,"Fire detection: Lat=-18.029, Lon=124.114, Brightness=356.7, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6424,"Fire detection: Lat=-18.027, Lon=124.121, Brightness=343.9, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",1,3468
6425,"Fire detection: Lat=-18.027, Lon=124.125, Brightness=367.0, Confidence=80.0%, Date=2025-09-05 518, Satellite=N",2,1924
6426,"Fire detection: Lat=-18.024, Lon=124.120, Brightness=346.5, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",0,2435
6427,"Fire detection: Lat=-18.024, Lon=124.170, Brightness=352.2, Confidence=60.0%, Date=2025-09-05 518, Satellite=N",0,2435
